,Owner,Team,League,Recipient,Amount,Election Year,Party
907,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",HILLARY VICTORY FUND,50000,2016,Democrat
908,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TEAM HOLCOMB,50000,2018,Republican
909,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TEAM HOLCOMB,50000,2020,Republican
910,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",DONNELLY VICTORY FUND,32700,2018,Democrat
911,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SENATE MAJORITY PAC,25000,2016,Democrat
912,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,15000,2016,Democrat
913,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2016,"Bipartisan, but mostly Republican"
914,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2018,"Bipartisan, but mostly Republican"
915,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,10000,2020,Democrat
916,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MARCO RUBIO FOR PRESIDENT,5400,2016,Republican
917,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BARON HILL FOR INDIANA,5400,2016,Democrat
918,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",KOHL FOR CONGRESS,5400,2018,Democrat
919,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",NEW GENERATION PAC,5000,2016,
920,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ALL AMERICA PAC,5000,2016,Democrat
921,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),5000,2020,"Bipartisan, but mostly Republican"
922,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",5000,2020,Bipartisan
923,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,4700,2018,Democrat
924,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",4000,2018,Bipartisan
925,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,3700,2016,Democrat
926,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SCHOLTEN4IOWA CAMPAIGN COMMITTEE,3700,2018,Democrat
927,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JAIME HARRISON FOR US SENATE,3650,2020,Democrat
928,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","AMY MCGRATH FOR SENATE, INC.",2800,2020,Democrat
929,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,2800,2020,Democrat
930,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BIDEN FOR PRESIDENT,2800,2020,Democrat
931,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MATT LIEBERMAN FOR SENATE,2800,2020,Democrat
932,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CHRIS CHRISTIE FOR PRESIDENT INC,2700,2016,Republican
933,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CRUZ FOR PRESIDENT,2700,2016,Republican
934,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF JOE HECK,2700,2016,Republican
935,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican
936,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF PAT TOOMEY,2700,2016,Republican
937,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican
938,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","JEB 2016, INC.",2700,2016,Republican
939,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",EVAN BAYH COMMITTEE,2700,2016,Democrat
940,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF SUSAN BROOKS,2700,2018,Republican
941,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",GREG PENCE FOR CONGRESS,2700,2018,Republican
942,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",GREG PENCE VICTORY,2700,2018,Republican
943,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MCCARTHY VICTORY FUND,2700,2018,Republican
944,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDREW JANZ FOR CONGRESS,2700,2018,Democrat
945,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BETO FOR TEXAS,2700,2018,Democrat
946,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BILL NELSON FOR US SENATE,2700,2018,Democrat
947,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CASTEN FOR CONGRESS,2700,2018,Democrat
948,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CONOR LAMB FOR CONGRESS,2700,2018,Democrat
949,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JANET GARRETT FOR CONGRESS COMMITTEE,2700,2018,Democrat
950,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",LIZ FOR INDIANA,2700,2018,Democrat
951,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",PRICE4WNC,2700,2018,Democrat
952,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ROSEN FOR NEVADA,2700,2018,Democrat
953,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",WALORSKI FOR CONGRESS INC,2500,2016,Republican
954,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SHELLI YODER FOR INDIANA,2000,2016,Democrat
955,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",AMY FOR AMERICA,2000,2020,Democrat
956,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",KASICH FOR AMERICA INC,1000,2016,Republican
957,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JOE KENNEDY FOR CONGRESS,1000,2016,Democrat
958,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ORENTLICHER FOR CONGRESS,1000,2016,Democrat
959,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",RUSS FOR WISCONSIN,1000,2016,Democrat
960,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BUCSHON FOR CONGRESS,1000,2018,Republican
961,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",WALORSKI FOR CONGRESS INC,1000,2018,Republican
962,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS FOR THORNTON,1000,2018,Democrat
963,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TRITCH FOR CONGRESS,1000,2018,Democrat
964,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ARBALLO FOR CONGRESS,1000,2020,Democrat
965,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BENNET FOR AMERICA,1000,2020,Democrat
966,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BULLOCK FOR PRESIDENT,1000,2020,Democrat
967,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF JOHN DELANEY,1000,2020,Democrat
968,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MAX ROSE FOR CONGRESS,1000,2020,Democrat
969,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CONGRESSIONAL BLACK CAUCUS PAC,500,2018,Democrat
970,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,500,2018,Democrat
971,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ELISSA SLOTKIN FOR CONGRESS,500,2020,Democrat
972,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",PEOPLE FOR PATTY MURRAY,500,2020,Democrat
973,Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ACTBLUE,250,2020,Democrat
974,Ilana Kloss,Los Angeles Dodgers,MLB,BIDEN FOR PRESIDENT,1000,2020,Democrat
975,Jack Roush,Roush Fenway Racing,NASCAR,STABENOW VICTORY FUND,10000,2018,Democrat
976,Jack Roush,Roush Fenway Racing,NASCAR,NRSC,5000,2020,Republican
977,Jack Roush,Roush Fenway Racing,NASCAR,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,3020,2020,Republican
978,Jack Roush,Roush Fenway Racing,NASCAR,STABENOW FOR US SENATE,2700,2016,Democrat
979,Jack Roush,Roush Fenway Racing,NASCAR,BENTIVOLIO FOR CONGRESS,2500,2020,Republican
980,Jack Roush,Roush Fenway Racing,NASCAR,BENTIVOLIO FOR CONGRESS,2340,2018,Republican
981,Jack Roush,Roush Fenway Racing,NASCAR,"RAND PAUL FOR PRESIDENT, INC.",1000,2016,Republican
982,Jack Roush,Roush Fenway Racing,NASCAR,REPUBLICAN NATIONAL COMMITTEE,1000,2018,Republican
983,Jack Roush,Roush Fenway Racing,NASCAR,REMEMBER MISSISSIPPI,1000,2018,"Bipartisan, but mostly Republican"
984,Jack Roush,Roush Fenway Racing,NASCAR,HUCK PAC,1000,2020,Republican
985,Jack Roush,Roush Fenway Racing,NASCAR,"JOHN JAMES FOR SENATE, INC.",1000,2020,Republican
986,Jack Roush,Roush Fenway Racing,NASCAR,KEVIN MCCARTHY FOR CONGRESS,1000,2020,Republican
987,Jack Roush,Roush Fenway Racing,NASCAR,SLOCUM FOR CONGRESS,1000,2020,Republican
988,James Dinan,Milwaukee Bucks,NBA,SENATE MAJORITY PAC,100000,2016,Democrat
989,James Dinan,Milwaukee Bucks,NBA,BIDEN ACTION FUND,50000,2020,Democrat
990,James Dinan,Milwaukee Bucks,NBA,HILLARY ACTION FUND,10000,2016,Democrat
991,James Dinan,Milwaukee Bucks,NBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,7300,2016,Democrat
992,James Dinan,Milwaukee Bucks,NBA,RUSS FOR WISCONSIN,5400,2016,Democrat
993,James Dinan,Milwaukee Bucks,NBA,GILLIBRAND VICTORY FUND,5400,2018,Democrat
994,James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,"Bipartisan, but mostly Republican"
995,James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE ,5000,2018,"Bipartisan, but mostly Republican"
996,James Dinan,Milwaukee Bucks,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat
997,James Dinan,Milwaukee Bucks,NBA,HILLARY FOR AMERICA,2700,2016,Democrat
998,James Dinan,Milwaukee Bucks,NBA,ROMNEY FOR UTAH INC.,2700,2018,Republican
999,James Dinan,Milwaukee Bucks,NBA,MONTANANS FOR TESTER,2700,2018,Democrat
1000,James Dinan,Milwaukee Bucks,NBA,BENNET FOR COLORADO,1000,2016,Democrat
1001,James Dinan,Milwaukee Bucks,NBA,FRIENDS OF SCHUMER,100,2016,Democrat
1002,James Irsay,Indianapolis Colts,NFL,SENATE MAJORITY PAC,25000,2016,Democrat
1003,James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,10000,2016,Bipartisan
1004,James Irsay,Indianapolis Colts,NFL,TEAM HOLCOMB,10000,2018,Republican
1005,James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,10000,2018,Bipartisan
1006,James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,10000,2020,Bipartisan
1007,James Irsay,Indianapolis Colts,NFL,WINRED,100,2020,Republican
1008,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,355000,2020,Republican
1009,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,355000,2020,Republican
1010,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,339000,2018,Republican
1011,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,300000,2016,Republican
1012,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,125000,2018,Republican
1013,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",LONG ISLANDERS FOR TRUTH INC,100000,2016,Democrat
1014,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,10000,2016,Democrat
1015,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,10000,2018,Democrat
1016,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",ELISE VICTORY FUND,5600,2020,Republican
1017,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI FOR CONGRESS,5400,2018,Democrat
1018,James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",COMMON GOOD PAC,5000,2018,Democrat
1019,Janice S. McNair,Houston Texans,NFL,TRUMP VICTORY,449000,2016,Republican
1020,Janice S. McNair,Houston Texans,NFL,PROTECT THE HOUSE,371500,2018,Republican
1021,Janice S. McNair,Houston Texans,NFL,TEAM RYAN,250400,2018,Republican
1022,Janice S. McNair,Houston Texans,NFL,TEAM RYAN,244200,2016,Republican
1023,Janice S. McNair,Houston Texans,NFL,GRIDIRON-PAC,10000,2016,Bipartisan
1024,Janice S. McNair,Houston Texans,NFL,HARRIS COUNTY REPUBLICAN PARTY FEDERAL COMMITTEE,10000,2020,Republican
1025,Janice S. McNair,Houston Texans,NFL,BRADY VICTORY FUND,5400,2018,Republican
1026,Janice S. McNair,Houston Texans,NFL,TEAM GRAHAM INC,5400,2018,Republican
1027,Janice S. McNair,Houston Texans,NFL,TIM SCOTT FOR SENATE,5400,2018,Republican
1028,Janice S. McNair,Houston Texans,NFL,RICK SCOTT FOR FLORIDA,5000,2018,Republican
1029,Janice S. McNair,Houston Texans,NFL,GRIDIRON-PAC,5000,2018,Bipartisan
1030,Janice S. McNair,Houston Texans,NFL,"JEB 2016, INC.",2700,2016,Republican
1031,Janice S. McNair,Houston Texans,NFL,LINDSEY GRAHAM 2016,2700,2016,Republican
1032,Janice S. McNair,Houston Texans,NFL,SCOTT WALKER INC,2700,2016,Republican
1033,Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KANEW FOR CONGRESS,2708,2018,Democrat
1034,Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KAMALA HARRIS FOR THE PEOPLE,2700,2020,Democrat
1035,Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,270,2018,Democrat
1036,Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,270,2020,Democrat
1037,Jeff Dickerson,Spire Motorsports,NASCAR,THE LINCOLN PROJECT,400,2020,Democrat
1038,Jeff Dickerson,Spire Motorsports,NASCAR,BIDEN FOR PRESIDENT,250,2020,Democrat
1039,Jeff Vinik,Tampa Bay Lightning,NHL,RICK SCOTT VICTORY FUND,39300,2018,Republican
1040,Jeff Vinik,Tampa Bay Lightning,NHL,FLORIDA FIRST PROJECT,20000,2016,Republican
1041,Jeff Vinik,Tampa Bay Lightning,NHL,"JEB 2016, INC.",2700,2016,Republican
1042,Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican
1043,Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican
1044,Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,1000,2020,Republican
1045,Jeff Vinik,Tampa Bay Lightning,NHL,CHARLIE CRIST FOR CONGRESS,1000,2020,Democrat
1046,Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,500,2018,Republican
1047,Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,10000,2016,Bipartisan
1048,Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,10000,2018,Bipartisan
1049,Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,5000,2020,Bipartisan
1050,Jeffrey Lurie,Philadelphia Eagles,NFL,HILLARY FOR AMERICA,2700,2016,Democrat
1051,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TRUMP VICTORY,100000,2016,Republican
1052,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",20000,2016,Bipartisan
1053,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",20000,2018,Bipartisan
1054,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,HILLARY VICTORY FUND,15000,2016,Democrat
1055,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,10000,2016,Bipartisan
1056,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,10000,2018,Bipartisan
1057,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS FOR CONGRESS,5700,2018,Republican
1058,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,JACOBS FOR CONGRESS,5600,2020,Republican
1059,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,5000,2020,Bipartisan
1060,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS VICTORY FUND,4300,2018,Republican
1061,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,2700,2018,Democrat
1062,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GREG FOR MONTANA,2500,2018,Republican
1063,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GILLIBRAND FOR SENATE,2100,2018,Democrat
1064,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,2000,2016,Republican
1065,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF PATRICK MURPHY,1000,2016,Democrat
1066,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,KATHLEEN MATTHEWS FOR CONGRESS,1000,2016,Democrat
1067,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,MCKINLEY FOR CONGRESS,1000,2018,Republican
1068,Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TOM REED FOR CONGRESS,500,2016,Republican
1069,Jerry Bruckheimer,Seattle Kraken,NHL,GUTHRIE FOR CONGRESS,250,2020,Republican
1070,Jerry Jones,Dallas Cowboys,NFL,AMERICA LEADS,200000,2016,Republican
1071,Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,10000,2016,Bipartisan
1072,Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,10000,2018,Bipartisan
1073,Jerry Jones,Dallas Cowboys,NFL,COLIN ALLRED FOR CONGRESS,5000,2018,Democrat
1074,Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,4650,2020,Bipartisan
1075,Jerry Jones,Dallas Cowboys,NFL,"CHRIS CHRISTIE FOR PRESIDENT, INC.",2700,2016,Republican
1076,Jerry Jones,Dallas Cowboys,NFL,KAY GRANGER CAMPAIGN FUND,2700,2016,Republican
1077,Jerry Jones,Dallas Cowboys,NFL,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican
1078,Jerry Jones,Dallas Cowboys,NFL,THE CONGRESSMAN JOE BARTON COMMITTEE,2700,2016,Republican
1079,Jerry Jones,Dallas Cowboys,NFL,LANCE GOODEN FOR CONGRESS COMMITTEE,2700,2018,Republican
1080,Jerry Jones,Dallas Cowboys,NFL,COLE FOR CONGRESS,500,2018,Republican
1081,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",GOVERN OR GO HOME,300000,2018,
1082,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",UNITED TOGETHER,300000,2018,
1083,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DUTY AND COUNTRY,200000,2018,Democrat
1084,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB","UNITED FOR PROGRESS, INC.",200000,2018,
1085,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",CITIZENS FOR A STRONG AMERICA INC,200000,2018,Republican
1086,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ILLINOIS DEMOCRATS FOR CHANGE,100000,2020,Democrat
1087,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NRSC,100000,2020,Republican
1088,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",PROBLEM SOLVERS PATRIOTS,84000,2020,Republican
1089,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan
1090,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NEW JERSEY DEMOCRATIC STATE COMMITTEE,10000,2018,Democrat
1091,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan
1092,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COLLINS FOR SENATOR,5600,2020,Republican
1093,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COMMITTEE TO RE-ELECT STEVE WATKINS,5600,2020,Republican
1094,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ERNST VICTORY IOWA,5600,2020,Republican
1095,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KINZINGER FOR CONGRESS,5600,2020,Republican
1096,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MIKE BOST FOR CONGRESS COMMITTE,5600,2020,Republican
1097,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",PERDUE FOR SENATE,5600,2020,Republican
1098,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",REED VICTORY COMMITTEE,5600,2020,Republican
1099,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DAN LIPINSKI FOR CONGRESS,5600,2020,Democrat
1100,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF DICK DURBIN COMMITTEE,5600,2020,Democrat
1101,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM O'HALLERAN FOR CONGRESS,5600,2020,Democrat
1102,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican
1103,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican
1104,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF CHERI BUSTOS,5400,2016,Democrat
1105,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",BILL CASSIDY FOR US SENATE,5400,2018,Republican
1106,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DEB FISCHER FOR US SENATE,5400,2018,Republican
1107,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",FRIENDS OF JOHN BARRASSO,5400,2018,Republican
1108,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB","HOOSIERS FOR ROKITA, INC.",5400,2018,Republican
1109,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JEFF FLAKE FOR US SENATE INC,5400,2018,Republican
1110,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",KINZINGER FOR CONGRESS,5400,2018,Republican
1111,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MCSALLY FOR SENATE INC,5400,2018,Republican
1112,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MIKE BOST FOR CONGRESS COMMITTEE,5400,2018,Republican
1113,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ROSENDALE VICTORY FUND,5400,2018,Republican
1114,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TIM SCOTT FOR SENATE,5400,2018,Republican
1115,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM REED FOR CONGRESS,5400,2018,Republican
1116,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat
1117,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DAN LIPINSKI FOR CONGRESS,5400,2018,Democrat
1118,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DONNELLY FOR INDIANA,5400,2018,Democrat
1119,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,5400,2018,Democrat
1120,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",MONTANANS FOR TESTER,5400,2018,Democrat
1121,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",QUIGLEY FOR CONGRESS,5400,2018,Democrat
1122,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SCHNEIDER FOR CONGRESS,5400,2018,Democrat
1123,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",SUOZZI FOR CONGRESS,5400,2018,Democrat
1124,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",TOM O'HALLERAN FOR CONGRESS,5400,2018,Democrat
1125,Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,5400,2020,Democrat
